baseline,task,tier,macro_f1,n_test
Llama-4-Scout-17B-16E 0-shot+RAG (populated),epilepsy_type,gold,0.585266487012501,390
Llama-4-Scout-17B-16E 0-shot+RAG (populated),epilepsy_type,bronze,0.5905090326850612,6194
Llama-4-Scout-17B-16E 0-shot+RAG (populated),seizure_type,silver,0.4723799106349442,962
Llama-4-Scout-17B-16E 0-shot+RAG (populated),seizure_type,gold,0.3725418463750257,425
Llama-4-Scout-17B-16E 0-shot+RAG (populated),seizure_type,bronze,0.49233306944223926,4998
Llama-4-Scout-17B-16E 0-shot+RAG (populated),ez_localization,silver,0.41873355950990876,1051
Llama-4-Scout-17B-16E 0-shot+RAG (populated),ez_localization,gold,0.5188024486769123,401
Llama-4-Scout-17B-16E 0-shot+RAG (populated),ez_localization,bronze,0.5110592109498623,3457
Llama-4-Scout-17B-16E 0-shot+RAG (populated),aed_response,silver,0.26664816606748665,738
Llama-4-Scout-17B-16E 0-shot+RAG (populated),aed_response,gold,0.1410186485421495,401
Llama-4-Scout-17B-16E 0-shot+RAG (populated),aed_response,bronze,0.2864644969538454,2467
Llama-4-Scout-17B-16E 0-shot+RAG (populated),surgery_outcome,silver,0.28727556596409054,249
Llama-4-Scout-17B-16E 0-shot+RAG (populated),surgery_outcome,gold,0.2994892747701736,127
Llama-4-Scout-17B-16E 0-shot+RAG (populated),surgery_outcome,bronze,0.32170665174512136,633
Llama-4-Scout-17B-16E 0-shot+RAG (populated),status_epilepticus,silver,0.6293650793650793,42
Llama-4-Scout-17B-16E 0-shot+RAG (populated),status_epilepticus,gold,0.5613980465643637,121
Llama-4-Scout-17B-16E 0-shot+RAG (populated),status_epilepticus,bronze,0.4463196726728711,243
GPT-OSS-120B 0-shot+RAG (populated),epilepsy_type,silver,0.5650058846948238,1290
GPT-OSS-120B 0-shot+RAG (populated),epilepsy_type,gold,0.49394183826437166,390
GPT-OSS-120B 0-shot+RAG (populated),epilepsy_type,bronze,0.5851209732794384,6194
GPT-OSS-120B 0-shot+RAG (populated),seizure_type,silver,0.5009919338875559,962
GPT-OSS-120B 0-shot+RAG (populated),seizure_type,gold,0.4436931818181818,425
GPT-OSS-120B 0-shot+RAG (populated),seizure_type,bronze,0.4988459770957704,4998
GPT-OSS-120B 0-shot+RAG (populated),ez_localization,silver,0.42060094826746336,1051
GPT-OSS-120B 0-shot+RAG (populated),ez_localization,gold,0.48742534836379,401
GPT-OSS-120B 0-shot+RAG (populated),ez_localization,bronze,0.4999675761323498,3457
GPT-OSS-120B 0-shot+RAG (populated),aed_response,silver,0.2514758940907929,738
GPT-OSS-120B 0-shot+RAG (populated),aed_response,gold,0.14203711666700794,401
GPT-OSS-120B 0-shot+RAG (populated),aed_response,bronze,0.26044794070271776,2467
GPT-OSS-120B 0-shot+RAG (populated),surgery_outcome,silver,0.5109007970649827,249
GPT-OSS-120B 0-shot+RAG (populated),surgery_outcome,gold,0.43012820512820515,127
GPT-OSS-120B 0-shot+RAG (populated),surgery_outcome,bronze,0.426801483691276,633
GPT-OSS-120B 0-shot+RAG (populated),status_epilepticus,silver,0.42424242424242425,42
GPT-OSS-120B 0-shot+RAG (populated),status_epilepticus,gold,0.5192292235124901,121
GPT-OSS-120B 0-shot+RAG (populated),status_epilepticus,bronze,0.44563099263883754,243
MedSigLIP-MRI (vision-LoRA),epilepsy_type,silver,0.3349452840020844,105
MedSigLIP-MRI (vision-LoRA),epilepsy_type,gold,0.27336669583512396,273
MedSigLIP-MRI (vision-LoRA),epilepsy_type,bronze,0.42225385323211406,270
MedSigLIP-MRI (vision-LoRA),seizure_type,silver,0.3907809747504404,123
MedSigLIP-MRI (vision-LoRA),seizure_type,gold,0.2449742870500234,293
MedSigLIP-MRI (vision-LoRA),seizure_type,bronze,0.22045177045177045,184
MedSigLIP-MRI (vision-LoRA),ez_localization,silver,0.3405415499533147,49
MedSigLIP-MRI (vision-LoRA),ez_localization,gold,0.2983584049988378,275
MedSigLIP-MRI (vision-LoRA),ez_localization,bronze,0.2838064859117491,102
MedSigLIP-MRI (vision-LoRA),aed_response,silver,0.2491099665672721,67
MedSigLIP-MRI (vision-LoRA),aed_response,gold,0.44528639913892604,280
MedSigLIP-MRI (vision-LoRA),aed_response,bronze,0.27251461988304093,35
MedSigLIP-MRI (vision-LoRA),surgery_outcome,silver,0.18181818181818182,9
MedSigLIP-MRI (vision-LoRA),surgery_outcome,gold,0.4,99
MedSigLIP-MRI (vision-LoRA),surgery_outcome,bronze,0.0,1
MedSigLIP-MRI (vision-LoRA),status_epilepticus,silver,0.16666666666666666,4
MedSigLIP-MRI (vision-LoRA),status_epilepticus,gold,0.19682539682539682,74
MedSigLIP-MRI (vision-LoRA),status_epilepticus,bronze,0.2857142857142857,4
MedSigLIP-EEG (vision-LoRA),epilepsy_type,silver,0.33412698412698416,46
MedSigLIP-EEG (vision-LoRA),epilepsy_type,gold,0.23097587719298246,206
MedSigLIP-EEG (vision-LoRA),epilepsy_type,bronze,0.2622585747585748,166
MedSigLIP-EEG (vision-LoRA),seizure_type,silver,0.35679845708775315,67
MedSigLIP-EEG (vision-LoRA),seizure_type,gold,0.27610766920116403,217
MedSigLIP-EEG (vision-LoRA),seizure_type,bronze,0.26393784421715183,141
MedSigLIP-EEG (vision-LoRA),ez_localization,silver,0.11428571428571428,26
MedSigLIP-EEG (vision-LoRA),ez_localization,gold,0.21008251008251005,209
MedSigLIP-EEG (vision-LoRA),ez_localization,bronze,0.2541176470588235,37
MedSigLIP-EEG (vision-LoRA),aed_response,silver,0.21754385964912282,65
MedSigLIP-EEG (vision-LoRA),aed_response,gold,0.3569860613301474,208
MedSigLIP-EEG (vision-LoRA),aed_response,bronze,0.2986857825567503,30
MedSigLIP-EEG (vision-LoRA),surgery_outcome,silver,0.4631578947368421,17
MedSigLIP-EEG (vision-LoRA),surgery_outcome,gold,0.4394829612220917,53
MedSigLIP-EEG (vision-LoRA),surgery_outcome,bronze,,0
MedSigLIP-EEG (vision-LoRA),status_epilepticus,silver,0.2222222222222222,2
MedSigLIP-EEG (vision-LoRA),status_epilepticus,gold,0.2228455664640798,79
MedSigLIP-EEG (vision-LoRA),status_epilepticus,bronze,0.2222222222222222,2
MedGemma-4B-Multi + LoRA,epilepsy_type,silver,0.6655690295982566,1290
MedGemma-4B-Multi + LoRA,epilepsy_type,gold,0.5950464470350393,390
MedGemma-4B-Multi + LoRA,epilepsy_type,bronze,0.6853324257737078,6194
MedGemma-4B-Multi + LoRA,seizure_type,silver,0.5824878235964028,962
MedGemma-4B-Multi + LoRA,seizure_type,gold,0.5469608247054744,425
MedGemma-4B-Multi + LoRA,seizure_type,bronze,0.5580067639262536,4998
MedGemma-4B-Multi + LoRA,ez_localization,silver,0.518167995909221,1051
MedGemma-4B-Multi + LoRA,ez_localization,gold,0.670248441194413,401
MedGemma-4B-Multi + LoRA,ez_localization,bronze,0.561911239480323,3457
MedGemma-4B-Multi + LoRA,aed_response,silver,0.4403017166668006,738
MedGemma-4B-Multi + LoRA,aed_response,gold,0.44419465486875925,401
MedGemma-4B-Multi + LoRA,aed_response,bronze,0.42662485107143827,2467
MedGemma-4B-Multi + LoRA,surgery_outcome,silver,0.4661350725259303,249
MedGemma-4B-Multi + LoRA,surgery_outcome,gold,0.611429474872942,127
MedGemma-4B-Multi + LoRA,surgery_outcome,bronze,0.47855989800934173,633
MedGemma-4B-Multi + LoRA,status_epilepticus,silver,0.5969218616621438,42
MedGemma-4B-Multi + LoRA,status_epilepticus,gold,0.613932393834003,121
MedGemma-4B-Multi + LoRA,status_epilepticus,bronze,0.5055984748575307,243
Qwen2.5-VL-7B + LoRA,epilepsy_type,silver,0.6771261595393524,1290
Qwen2.5-VL-7B + LoRA,epilepsy_type,gold,0.6959462334499545,390
Qwen2.5-VL-7B + LoRA,epilepsy_type,bronze,0.6881109704119833,6194
Qwen2.5-VL-7B + LoRA,seizure_type,silver,0.5604097676857351,962
Qwen2.5-VL-7B + LoRA,seizure_type,gold,0.5416867546951325,425
Qwen2.5-VL-7B + LoRA,seizure_type,bronze,0.57438205830179,4998
Qwen2.5-VL-7B + LoRA,ez_localization,silver,0.5333248100525726,1051
Qwen2.5-VL-7B + LoRA,ez_localization,gold,0.6464503862525216,401
Qwen2.5-VL-7B + LoRA,ez_localization,bronze,0.577535724081728,3457
Qwen2.5-VL-7B + LoRA,aed_response,silver,0.42513989082630776,738
Qwen2.5-VL-7B + LoRA,aed_response,gold,0.5066684878732286,401
Qwen2.5-VL-7B + LoRA,aed_response,bronze,0.4287869417046218,2467
Qwen2.5-VL-7B + LoRA,surgery_outcome,silver,0.5394915929118582,249
Qwen2.5-VL-7B + LoRA,surgery_outcome,gold,0.564208063140825,127
Qwen2.5-VL-7B + LoRA,surgery_outcome,bronze,0.5033565582217966,633
Qwen2.5-VL-7B + LoRA,status_epilepticus,silver,0.5210123806898,42
Qwen2.5-VL-7B + LoRA,status_epilepticus,gold,0.5475232742564612,121
Qwen2.5-VL-7B + LoRA,status_epilepticus,bronze,0.5027053457241228,243
